ID;Name;Age;Gender;City;Country;CreditCard;FullAddress;UserSignUpDate;UserLastPurchaseDate;UserStatus;UserTotalPurchases;UserSegment;UserLocation;UserSourceType;UserLastLoginDate;UserPurchaseFrequency;ProductName;Category;Subcategory;Price;DatePurchase;Quantity;Rating;Comment
77;MARTHA WRIGHT;32;F;EAST SARABERG;CAYMAN ISLANDS;2229716396154769;45695 Cortez Route Apt. 786, Porterview, MA 70362;2022-10-08;2023-04-14;Churned;4;occasional shopper;EAST MARYTOWN;PAID ADS;2023-07-04;YEARLY;PROJACKET;CLOTHING;JACKET;2;2022-08-05;1;4;Animal international only both.
78;SHELLY DIXON;0;M;JOEMOUTH;SOMALIA;5171401661782310;583 Cook Rapids Suite 471, Carolmouth, MO 18408;2022-05-25;2023-02-05;Churned;4;occasional shopper;JEFFERYBOROUGH;REFERRAL;2023-07-13;YEARLY;SOFADELUXE;FURNITURE;SOFA;581;2020-09-08;4;1;Old capital foreign history consumer responsibility.
79;MICHAEL GARCIA;0;F;JONESFORT;BENIN;2279444754299634;Unit 3033 Box 1678, DPO AP 85594;2022-10-30;2023-01-25;Churned;1;occasional shopper;THOMPSONMOUTH;ORGANIC SEARCH;2023-07-18;YEARLY;PHONEMASTER;ELECTRONICS;PHONE;74;2023-05-18;10;1;Mean end put operation need ball our news.
80;KYLE PETERS;0;M;NORTH MICHAEL;MISMATCHED COUNTRY;2720117551989756;4941 Clifford Ports Suite 603, Port Peter, AZ 72158;2023-04-06;2023-06-21;Active;6;frequent shopper;EAST SHERRI;PAID ADS;2023-07-29;YEARLY;UNKNOWN;FURNITURE;TABLE;853;2021-09-23;0;2;Within west item all.
81;PETER PEARSON;0;M;SOUTH MARTHA;ARMENIA;2262128001026317;64869 Jones Valleys, Thomasfort, OR 99123;2022-04-10;2023-07-06;Active;11;high value;SOUTH PAULAFORT;ORGANIC SEARCH;2023-07-24;YEARLY;THE ART OF EDUCATIONAL;BOOKS;EDUCATIONAL;53;2021-05-20;0;6;Former Democrat risk ready news.
82;ADAM WOODS;0;F;NICHOLASMOUTH;LIBERIA;5323295217659031;691 Brandon Radial Apt. 991, New Thomasmouth, KS 42714;2021-09-24;2022-08-23;Churned;11;high value;MATTHEWTON;ORGANIC SEARCH;2022-11-26;RARELY;MEGAPHONE;ELECTRONICS;PHONE;132;2022-06-20;10;1;Own say purpose.
83;GRACE SANDOVAL;0;F;CALLAHANSIDE;ISRAEL;5355292059267362;90614 Jesse Forge, North Jacob, TN 92539;2021-12-01;2022-04-13;Churned;11;high value;PORT MICHAEL;REFERRAL;2023-08-19;RARELY;COMFORTCHAIR;FURNITURE;CHAIR;42;2021-07-08;3;3;Board democratic same explain.
84;LAURA LOWE;57;F;BYRDBERG;GUAM;2324064521716648;99324 Bruce Mountains, Galvanhaven, KY 46824;2022-05-16;2022-11-05;Churned;12;high value;LAKE PAMELA;ORGANIC SEARCH;2023-02-02;YEARLY;THE ART OF EDUCATIONAL;BOOKS;EDUCATIONAL;72;2021-11-03;5;6;Start clear company already economic act consumer.
85;KATHRYN NEWTON;88;M;MARSHBURGH;FAROE ISLANDS;2253129131694769;0735 David Grove, East Jillianport, ND 65844;2021-11-05;2023-06-07;Active;14;high value;NEW TREVOR;REFERRAL;2023-07-15;YEARLY;FICTIONGUIDE;BOOKS;FICTION;70;2022-02-04;10;5;Receive education or.
86;EMILY MILLER;0;F;EAST CONNORSHIRE;CZECH REPUBLIC;2289298593700592;536 Patton Valleys Apt. 201, Jonesstad, MN 07451;2023-03-15;2023-06-11;Active;14;high value;EAST ALYSSAHAVEN;PAID ADS;2023-07-27;YEARLY;FRESHSNACKS;GROCERY;SNACKS;728;2022-06-24;2;4;Drive from minute former produce small even smile.
87;SIERRA WILLIAMS;0;M;NORTH DANIELTOWN;ALGERIA;2232826726566155;13348 Jones Summit Suite 332, East Tylertown, PR 19935;2023-02-15;2023-02-16;Churned;15;high value;ADAMSMOUTH;ORGANIC SEARCH;2023-05-23;YEARLY;COMFORTCHAIR;FURNITURE;CHAIR;518;2022-11-04;4;5;Seat relate pattern degree agreement.
88;TERESA HALL;0;F;WEST GABRIELLEVIEW;PUERTO RICO;5518341092401381;56954 Riley Parks, Stewartmouth, MO 32886;2023-07-16;2023-08-15;Active;7;frequent shopper;SCOTTSTAD;REFERRAL;2023-08-21;MONTHLY;SHIRTFITS;CLOTHING;SHIRT;200;2022-11-29;0;5;Even morning production necessary bag fine gas these.
89;JASON DAVIS;0;F;LAKE JEREMY;BARBADOS;2244769142396920;734 Dominguez Square Apt. 518, South Ashlee, NJ 44822;2023-05-12;2023-05-14;Churned;13;high value;NORTH CHRISTINETON;ORGANIC SEARCH;2023-07-11;YEARLY;PROSHIRT;CLOTHING;SHIRT;100;2021-02-08;10;1;Fire work sea necessary.
90;CYNTHIA RUSSELL;98;M;SOUTH SHANNONMOUTH;LIBYAN ARAB JAMAHIRIYA;2720241331654371;2874 Charles Oval Apt. 859, New Kara, CA 88290;2023-06-24;2023-08-09;Active;11;high value;NORTH MARTHA;PAID ADS;2023-08-14;MONTHLY;TASTYBEVERAGES;GROCERY;BEVERAGES;295;2021-09-24;5;0;Imagine agent change this whatever join.
91;HOLLY JACOBS;0;F;PORT CORYBURY;BARBADOS;2227435058313439;03793 Richard Cliff Apt. 970, Heatherland, OK 37542;2021-10-28;2022-01-19;Churned;6;frequent shopper;WELCHHAVEN;ORGANIC SEARCH;2023-04-30;RARELY;TABLEDELUXE;FURNITURE;TABLE;743;2020-11-27;6;2;Away information follow room.
92;RYAN SCOTT;0;M;NEW ZACHARY;AUSTRALIA;2666427520228483;08512 Fry Unions Suite 462, South Hannah, CT 54891;2023-07-30;2023-08-22;Active;2;occasional shopper;HARTMANCHESTER;ORGANIC SEARCH;2023-08-23;MONTHLY;TASTYVEGETABLES;GROCERY;VEGETABLES;32;2023-08-01;8;6;Save recent skill another total rich.
93;LINDSEY BROWN;17;M;SANCHEZFORT;BAHRAIN;5392242279691631;USNS Munoz, FPO AP 40576;2023-02-17;2023-07-09;Active;2;occasional shopper;SOUTH SHAWNSTAD;REFERRAL;2023-07-19;YEARLY;PROJACKET;CLOTHING;JACKET;534;2023-05-28;5;3;Vote into policy Republican character.
94;BRIAN SANCHEZ;0;F;AYALAVIEW;SAINT LUCIA;2275468314938484;885 John Avenue Apt. 551, Jamestown, AK 84199;2022-11-07;2023-08-19;Active;4;occasional shopper;MARYFORT;REFERRAL;2023-08-24;MONTHLY;MEGASPEAKER;ELECTRONICS;SPEAKER;6;2021-05-10;3;1;Even arrive meeting wish though high.
95;CAROL DUNCAN;0;F;NEW JAMESSHIRE;MALAWI;5386428189210434;Unit 7627 Box 9740, DPO AP 60686;2022-07-30;2023-04-14;Churned;11;high value;PATTERSONBURGH;REFERRAL;2023-05-14;YEARLY;SPEAKERMASTER;ELECTRONICS;SPEAKER;324;2020-09-03;4;1;Stuff writer model feel quality watch hit.
96;MADISON MOONEY;37;F;WEST KEVINMOUTH;CROATIA;2709286589909253;173 Dorothy Village, Dannymouth, OR 02533;2022-10-14;2022-12-30;Churned;7;frequent shopper;LEWISBERG;PAID ADS;2023-06-22;YEARLY;SPEAKERPRO;ELECTRONICS;SPEAKER;90;2022-03-02;2;0;Up window thing nation eye thousand.
97;GAVIN COLLINS;60;F;NORTH TODDBERG;NIGER;2478576177997267;935 Sarah Neck Suite 585, New Justinton, NJ 45416;2023-04-29;2023-08-08;Active;4;occasional shopper;HARRISTOWN;PAID ADS;2023-08-13;MONTHLY;FRESHBEVERAGES;GROCERY;BEVERAGES;718;2021-12-07;5;1;Skill rest question commercial game run.
98;PHILLIP HUFFMAN;0;M;EAST BETHANY;REUNION;2280066892847003;5089 Samantha Way, Lisaland, WA 95584;2023-07-29;2023-08-16;Active;12;high value;GREENMOUTH;PAID ADS;2023-08-23;MONTHLY;JACKETFITS;CLOTHING;JACKET;667;2020-11-08;2;1;Score remember control today.
99;THOMAS MUELLER;0;F;ANNBOROUGH;SUDAN;2260014971242336;2050 Ramirez Mission, North Robert, MO 53868;2023-05-09;2023-05-30;Active;11;high value;NORTH THOMASSIDE;ORGANIC SEARCH;2023-06-28;YEARLY;COMFORTTABLE;FURNITURE;TABLE;74;2021-07-12;4;2;Cause process admit month agree operation.
100;JOHN REED;0;F;ROBERTPORT;GUINEA-BISSAU;5558311812019095;105 Lloyd Run, North Debbie, WV 36766;2023-05-22;2023-06-25;Active;10;frequent shopper;NORTH PAMELACHESTER;REFERRAL;2023-07-08;YEARLY;UNKNOWN;ELECTRONICS;PHONE;772;2023-03-21;5;4;Nearly culture bring still only care.
101;MEGAN JONES;0;F;JENKINSHAVEN;SAINT HELENA;2255071335354808;46169 Brown Valley Apt. 972, East Marthaburgh, NC 33167;2023-03-31;2023-05-07;Churned;2;occasional shopper;ROBERTTON;ORGANIC SEARCH;2023-08-05;YEARLY;THE ART OF FICTION;BOOKS;FICTION;952;2020-10-01;3;3;Culture himself television between from.
102;MARTIN GRANT;0;M;JESSICABURGH;CHRISTMAS ISLAND;2720990523396346;9574 Brett Curve, East Jessicachester, MD 68449;2023-08-13;2023-08-20;Active;11;high value;HEATHERPORT;REFERRAL;2023-08-23;MONTHLY;CHAIRPLUS;FURNITURE;CHAIR;66;2021-03-09;2;6;Without watch wife reason.
103;BRENDAN WALL;0;M;PORTERBURY;ANTARCTICA (THE TERRITORY SOUTH OF 60 DEG S);2275236250226200;62296 Anna Radial Apt. 508, New Joseph, VI 38902;2021-09-30;2022-06-05;Churned;4;occasional shopper;BENNETTFORT;PAID ADS;2022-10-11;RARELY;EDUCATIONALGUIDE;BOOKS;EDUCATIONAL;939;2022-12-07;5;6;Available crime throughout.
104;MARIE RAY;90;F;BENJAMINMOUTH;MYANMAR;5447850907412108;USNS Mcneil, FPO AP 42838;2022-08-18;2023-06-02;Active;5;occasional shopper;LEWISSTAD;REFERRAL;2023-06-30;YEARLY;NON-FICTIONGUIDE;BOOKS;NON-FICTION;57;2021-09-25;5;4;Determine quite top position end experience home.
105;ELIZABETH HAYES;0;F;EAST ROBYNTON;WALLIS AND FUTUNA;2428818106577740;35557 Corey Circle, Ramirezfort, VI 21580;2022-07-11;2022-12-29;Churned;14;high value;KIMTON;REFERRAL;2023-04-04;YEARLY;THE ART OF FICTION;BOOKS;FICTION;888;2021-03-11;3;4;Develop property fire.
106;CASEY STEVENSON;0;F;WEST OLIVIA;ARUBA;2253965144922634;600 Marie Cape, Ashleyville, HI 39513;2022-11-02;2023-08-23;Active;12;high value;PORT ERICHAVEN;PAID ADS;2023-08-25;MONTHLY;FRESHBEVERAGES;GROCERY;BEVERAGES;662;2020-10-17;0;1;In glass measure throw what summer.
107;MEGAN BRADY;82;F;LAKE SAMUEL;MARSHALL ISLANDS;5571382747120749;46880 Juarez Plaza Apt. 579, North Michaelborough, IL 02657;2022-07-13;2022-11-04;Churned;12;high value;EAST KEVINMOUTH;REFERRAL;2023-04-05;YEARLY;LAPTOPMASTER;ELECTRONICS;LAPTOP;38;2021-12-23;0;1;Various include sort nice already.
108;HEATHER BROWN;0;F;LAKE ANGELICAFURT;DENMARK;2720256792760434;7260 Eugene Valleys, Greeneborough, CO 21834;2022-06-13;2022-10-29;Churned;15;high value;BURGESSMOUTH;ORGANIC SEARCH;2023-07-05;YEARLY;EDUCATIONALTALES;BOOKS;EDUCATIONAL;972;2023-03-31;6;4;Option hit very.
109;CYNTHIA LEE;0;F;MILLERBERG;NIUE;2689465949993819;00954 Mario Land Suite 263, Jessicaborough, AL 83179;2022-09-25;2023-03-14;Churned;6;frequent shopper;GEORGEBURY;ORGANIC SEARCH;2023-08-20;YEARLY;TABLEPLUS;FURNITURE;TABLE;263;2021-08-12;1;2;Respond officer old property while sometimes fly.
110;CHRISTINE MORGAN;17;F;BOBSHIRE;GABON;2628803604953120;70506 Weber Falls Suite 932, West Susan, NY 45722;2022-10-14;2023-05-25;Churned;9;frequent shopper;ROBERTSTAD;PAID ADS;2023-07-13;YEARLY;ULTRALAPTOP;ELECTRONICS;LAPTOP;160;2020-11-20;2;5;Course sometimes now difference draw it commercial.
111;LAUREN LAMBERT;52;M;VALERIEFORT;CONGO;5380524203464514;07037 Darrell Court Apt. 372, East Brucehaven, DC 21516;2022-07-30;2022-12-04;Churned;12;high value;WEST JOSEPH;REFERRAL;2023-05-05;YEARLY;THE ART OF FICTION;BOOKS;FICTION;82;2021-02-19;5;3;Little effect collection focus describe leave lay but.
112;SEAN ANDERSON;0;M;MELTONFURT;CANADA;2297645020158028;81564 Patrick Extensions, Bondberg, MD 05879;2022-07-09;2023-01-13;Churned;2;occasional shopper;PORT SUSAN;ORGANIC SEARCH;2023-04-06;YEARLY;CHAIRPLUS;FURNITURE;CHAIR;542;2022-06-03;1;2;Off lay special two effect.
113;ALICIA JACKSON;0;M;WEST DANIELSHIRE;MADAGASCAR;5431779620444296;633 Powell Parkways, Sarahmouth, CO 22742;2022-12-25;2023-02-24;Churned;1;occasional shopper;ELIJAHSIDE;REFERRAL;2023-08-25;YEARLY;PROSHIRT;CLOTHING;SHIRT;70;2020-10-01;1;4;Moment agree young day home.
114;PAMELA HARDIN;0;M;BRYANTFURT;GAMBIA;2227256457172600;843 Douglas Lights Apt. 017, Maldonadostad, AK 38271;2023-08-25;2023-08-25;Active;7;frequent shopper;SANDRAVILLE;PAID ADS;2023-08-25;MONTHLY;PANTSFITS;CLOTHING;PANTS;42;2022-05-27;8;5;Range focus company participant view country.
115;PATRICK REEVES;0;F;WEST REBECCA;UNITED STATES MINOR OUTLYING ISLANDS;5191423607614437;3789 Hayes Club, East Larry, UT 87227;2022-11-04;2023-08-21;Active;1;occasional shopper;NOAHVIEW;REFERRAL;2023-08-23;MONTHLY;TASTYSNACKS;GROCERY;SNACKS;35;2022-01-03;4;3;Return laugh film land people treat.
116;PATRICK HARRISON;0;F;NEW JEFFREYFORT;LIBYAN ARAB JAMAHIRIYA;2251351241143519;785 Charles Land Apt. 093, Melendezstad, WA 91569;2023-05-28;2023-05-30;Active;11;high value;WEST MANDY;REFERRAL;2023-08-21;YEARLY;NON-FICTIONGUIDE;BOOKS;NON-FICTION;73;2021-07-08;5;4;Job scene finally not it.
117;MELISSA COOK;19;F;LAKE JULIA;MALAYSIA;2240565906800683;546 Meagan Drives Apt. 241, East Robert, WA 61464;2022-09-24;2022-11-24;Churned;13;high value;APRILFURT;REFERRAL;2023-02-13;YEARLY;SOFAPLUS;FURNITURE;SOFA;896;2023-08-12;4;0;Half manage heavy region official.
118;HEATHER HODGE;0;F;NORTH NATALIE;GUADELOUPE;2450733341993597;2561 Thompson Street Suite 703, Jonesshire, MA 90426;2022-06-26;2022-07-15;Churned;6;frequent shopper;NEW THOMASMOUTH;PAID ADS;2022-10-25;RARELY;SOFAPLUS;FURNITURE;SOFA;850;2023-02-20;4;6;After last call environment even TV.
119;MICHAEL WEST;76;M;KELSEYSIDE;ARUBA;2289996732915779;2932 James Roads, East Paul, GA 20008;2022-11-06;2023-08-20;Active;15;high value;MICHELLEBURGH;REFERRAL;2023-08-23;MONTHLY;JACKETWEAR;CLOTHING;JACKET;431;2021-03-21;2;3;Quite matter back old white.
120;MITCHELL JOHNSON;82;M;WEST JORGE;MISMATCHED COUNTRY;5137021785562704;5313 Hunt Forks, Alexandraborough, MD 04594;2023-02-20;2023-08-20;Active;3;occasional shopper;BRIANSHIRE;PAID ADS;2023-08-21;MONTHLY;UNKNOWN;GROCERY;VEGETABLES;940;2021-04-03;2;2;End inside line.
121;MRS. ELIZABETH DAVIS;94;F;EAST TODDTOWN;SOUTH AFRICA;2261084436805216;PSC 9757, Box 6911, APO AE 88098;2023-04-03;2023-06-16;Active;10;frequent shopper;THOMASBURGH;REFERRAL;2023-08-22;YEARLY;SPEAKERMASTER;ELECTRONICS;SPEAKER;22;2021-10-13;5;1;Final tell else us room hit nature.
122;BOBBY HOWE;0;F;PORT ANTHONY;NIUE;2660929722382972;42898 Carrie Lodge, Pamelaborough, OR 41256;2021-09-01;2022-08-03;Churned;10;frequent shopper;SOUTH ROBERT;PAID ADS;2023-04-28;RARELY;NON-FICTIONGUIDE;BOOKS;NON-FICTION;52;2023-01-17;0;0;Security laugh shake word federal everyone painting far.
123;MRS. EMILY CAMPBELL;0;F;ANNALAND;PORTUGAL;5548939915555954;PSC 4597, Box 3246, APO AP 56782;2021-09-03;2022-07-11;Churned;3;occasional shopper;LAKE KRISTINAMOUTH;REFERRAL;2023-01-04;RARELY;LAPTOPPRO;ELECTRONICS;LAPTOP;643;2022-12-02;10;0;Treat according painting college blue child.
124;CHRISTY MASON;0;M;NORTH JENNIFER;SPAIN;5160080480085841;8427 Joseph Views Apt. 106, East Jamesborough, OK 77094;2023-01-06;2023-08-08;Active;3;occasional shopper;COLLINSTON;ORGANIC SEARCH;2023-08-09;MONTHLY;FRESHVEGETABLES;GROCERY;VEGETABLES;15;2021-06-13;0;4;End dinner industry perhaps.
125;ALISHA HARRISON;51;F;HANNAHBERG;MONTENEGRO;2243662306753682;75615 Patrick Camp Suite 717, North Stephaniemouth, GU 02091;2023-03-04;2023-08-13;Active;2;occasional shopper;DENNISSHIRE;REFERRAL;2023-08-16;MONTHLY;SHIRTWEAR;CLOTHING;SHIRT;519;2023-05-24;7;4;Between organization month building responsibility newspaper serve.
126;VANESSA HUBER;0;M;EWINGBURY;SERBIA;2445201335108109;9646 Joseph Roads Apt. 543, New Teresa, PR 10971;2023-06-27;2023-08-22;Active;11;high value;GARCIAMOUTH;REFERRAL;2023-08-25;MONTHLY;FRESHSNACKS;GROCERY;SNACKS;125;2020-12-20;1;5;Various style hundred happen travel election.
127;MR. KENNETH SALAZAR;0;F;NORTH LINDSEY;UKRAINE;2267598459294234;1204 Alexander Crest, Lake Michaelfurt, GA 37158;2023-01-01;2023-07-25;Active;3;occasional shopper;EAST MARISSALAND;ORGANIC SEARCH;2023-08-19;YEARLY;THE ART OF EDUCATIONAL;BOOKS;EDUCATIONAL;606;2022-09-20;1;1;Few whose evening then stay loss.
128;ANTONIO EVANS;0;M;CHASEBOROUGH;BRUNEI DARUSSALAM;2224652128115791;3140 Nathan Circle Apt. 160, Lake Rebecca, MA 46135;2023-01-01;2023-07-18;Active;8;frequent shopper;CARTERBURY;PAID ADS;2023-08-21;YEARLY;SOFADELUXE;FURNITURE;SOFA;259;2023-03-16;2;1;Sound again hold figure thus ago within seat.
129;JULIE SMITH;0;M;MONICATOWN;MAURITANIA;2480451240895730;52182 Pearson Stravenue Suite 114, East Rachel, DC 84246;2023-04-01;2023-04-12;Churned;12;high value;JUSTINTON;REFERRAL;2023-04-12;YEARLY;THE ART OF FICTION;BOOKS;FICTION;22;2023-07-25;5;5;Speak feeling out sign method should.
130;MONIQUE PEREZ;0;F;NORTH JASONLAND;LIBERIA;2411377077111319;404 Sarah Flats, South Josephhaven, FM 06126;2023-06-19;2023-08-20;Active;2;occasional shopper;ROBBINSCHESTER;PAID ADS;2023-08-25;MONTHLY;FICTIONTALES;BOOKS;FICTION;502;2022-03-02;8;1;Three more human for industry president student.
131;ALEXIS RAMIREZ;0;M;RAMOSBERG;MALAYSIA;2395487900952753;27623 Graham Shores, Ingramview, RI 60306;2022-04-07;2022-12-25;Churned;4;occasional shopper;CARPENTERSHIRE;REFERRAL;2022-12-29;YEARLY;THE ART OF NON-FICTION;BOOKS;NON-FICTION;647;2021-07-22;4;1;All behavior why.
132;JACOB EATON;0;F;DAVIDMOUTH;ETHIOPIA;2247861652964226;7095 Caleb Mountains, Virginiaburgh, FL 11239;2022-07-11;2022-11-18;Churned;10;frequent shopper;KENNETHSHIRE;ORGANIC SEARCH;2023-06-02;YEARLY;BEVERAGESBURST;GROCERY;BEVERAGES;775;2021-02-19;0;3;Others live take six.
133;MARK ELLIS;0;M;NEW JAMES;TUVALU;2226158099978082;81588 Copeland Curve Suite 106, Cynthialand, NM 38911;2023-02-01;2023-08-14;Active;13;high value;LAKE JENNIFER;ORGANIC SEARCH;2023-08-19;MONTHLY;FICTIONTALES;BOOKS;FICTION;229;2023-03-11;1;6;Speech play some site.
134;LINDSEY LOWE;0;M;LISASIDE;ALBANIA;2709132899312632;PSC 6789, Box 8808, APO AA 67793;2022-04-07;2023-06-04;Active;4;occasional shopper;LAKE CHADBOROUGH;REFERRAL;2023-06-05;YEARLY;CHAIRPLUS;FURNITURE;CHAIR;27;2023-07-24;9;4;Determine best difficult.
135;TIMOTHY BAKER;0;F;LAKE MATTHEWBURGH;BULGARIA;2709632907633994;478 Richardson Oval, Tarachester, PA 48332;2021-11-24;2022-04-28;Churned;9;frequent shopper;PEREZMOUTH;ORGANIC SEARCH;2022-07-20;RARELY;JACKETWEAR;CLOTHING;JACKET;5;2022-02-15;8;0;Last relate side thousand technology member.
136;AMANDA ROBINSON;36;M;PORT ANDREWMOUTH;ECUADOR;2226556260162131;036 Miranda Ridges Apt. 956, New Gabrielle, OK 39137;2022-04-30;2022-08-08;Churned;12;high value;CHRISTOPHERBOROUGH;REFERRAL;2023-08-18;RARELY;PROPANTS;CLOTHING;PANTS;76;2021-11-20;3;0;Ground dream American question.
137;APRIL MCDANIEL;0;M;WALKERFURT;PANAMA;5251603000291167;84307 Ian Wells Suite 989, North Saramouth, TX 44701;2022-05-13;2023-04-12;Churned;6;frequent shopper;SCHMIDTTOWN;REFERRAL;2023-07-20;YEARLY;COMFORTTABLE;FURNITURE;TABLE;431;2023-03-10;7;2;Not then before west side give argue.
138;JUDY HILL;54;M;GREENLAND;MONGOLIA;2425539722713708;946 Small Estate, Parkerview, SC 99024;2021-12-14;2022-08-10;Churned;7;frequent shopper;SOUTH JAMES;ORGANIC SEARCH;2023-01-09;RARELY;EDUCATIONALGUIDE;BOOKS;EDUCATIONAL;92;2022-11-07;1;0;Red report development herself bar right.
139;CHRISTIAN MORGAN;48;F;NEW KAREN;OMAN;5186600877356537;5589 Lisa Fords Apt. 792, Petersside, NV 11942;2023-01-17;2023-07-01;Active;10;frequent shopper;NEW SCOTT;REFERRAL;2023-07-29;YEARLY;MEGAPHONE;ELECTRONICS;PHONE;2;2023-01-03;6;0;Establish wait ready then.
140;AMY MCKENZIE;0;F;PORT AUTUMNBURGH;GEORGIA;2226038509830901;355 Hayes Square Suite 846, South Josephside, NY 45006;2022-05-30;2022-12-30;Churned;12;high value;PORT PATRICIA;ORGANIC SEARCH;2023-05-12;YEARLY;UNKNOWN;ELECTRONICS;PHONE;64;2022-05-08;0;3;Need stop watch teach season particular consumer difficult.
141;JORGE STEPHENS;0;F;LORRAINEVIEW;NIGERIA;2242306297484961;446 Matthew Orchard, Bradland, MD 50786;2022-05-26;2022-07-09;Churned;1;occasional shopper;EAST CHARLESBURY;PAID ADS;2023-04-02;RARELY;FRESHSNACKS;GROCERY;SNACKS;28;2023-01-02;5;4;Nearly oil thousand body.
142;PATRICK CLINE;25;M;BONNIELAND;SAINT HELENA;2273166692054385;19995 Woodard Forks, Spencerville, MP 42308;2021-11-23;2022-03-19;Churned;4;occasional shopper;NEW SEAN;REFERRAL;2023-04-28;RARELY;SPEAKERMASTER;ELECTRONICS;SPEAKER;7;2020-09-30;1;4;About participant difference.
143;MICHAEL COLEMAN;0;M;REYESTOWN;COCOS (KEELING) ISLANDS;2712733051740554;366 Jasmine Spring Suite 973, Port Cassandra, PA 87443;2023-06-14;2023-08-22;Active;1;occasional shopper;COOKBOROUGH;ORGANIC SEARCH;2023-08-22;MONTHLY;LAPTOPPRO;ELECTRONICS;LAPTOP;534;2022-04-05;9;3;Environment personal least authority.
144;DYLAN GIBBS;0;M;WEST ELAINE;POLAND;2485780734963835;87676 Deborah Estate, Austinside, VT 58591;2022-10-11;2022-12-05;Churned;7;frequent shopper;FRANCISBOROUGH;ORGANIC SEARCH;2023-08-23;YEARLY;THE ART OF EDUCATIONAL;BOOKS;EDUCATIONAL;873;2022-04-24;0;1;Compare interest exist population production child with.
145;STACEY COLEMAN;0;F;JEFFERYFORT;TURKMENISTAN;5384989678846188;50637 Brooks Drives Suite 454, Lake Jasonview, AR 73663;2021-10-10;2022-03-12;Churned;2;occasional shopper;KELLYTOWN;PAID ADS;2022-11-08;RARELY;COMFORTTABLE;FURNITURE;TABLE;48;2023-06-25;1;5;Good support national.
146;LEAH CERVANTES;0;M;EAST LOGAN;GUYANA;2710098040072671;7917 Nelson Cliffs Suite 174, East Teresa, MO 35942;2021-12-12;2022-05-22;Churned;9;frequent shopper;JASONBURGH;REFERRAL;2023-01-15;RARELY;FRESHVEGETABLES;GROCERY;VEGETABLES;84;2020-11-29;8;0;Pretty field tonight serve attack.
147;JOSEPH PALMER;0;F;EAST EVANTOWN;POLAND;2279516299521539;8532 King Green Suite 363, Lake Melanie, MI 44778;2021-11-23;2023-08-04;Active;4;occasional shopper;EAST EVELYNHAVEN;REFERRAL;2023-08-19;MONTHLY;PANTSFITS;CLOTHING;PANTS;92;2021-02-14;9;6;Generation now whom difficult.
148;JOSHUA BOYLE;0;F;EAST JOANNEMOUTH;GUADELOUPE;2247473096439631;PSC 3094, Box 2124, APO AA 36175;2021-12-31;2022-10-08;Churned;10;frequent shopper;WEST EMILYBOROUGH;PAID ADS;2022-11-27;YEARLY;LAPTOPPRO;ELECTRONICS;LAPTOP;176;2021-08-13;2;1;Memory list wonder a into see.
149;JASON FIGUEROA;26;M;NATHANBERG;TAJIKISTAN;2242484963074604;6606 Samantha Causeway, North Jameschester, IA 89475;2023-01-20;2023-06-16;Active;11;high value;WISESTAD;PAID ADS;2023-07-12;YEARLY;TABLEDELUXE;FURNITURE;TABLE;77;2022-10-26;5;1;Receive realize hair prevent thousand time material expert.
150;GAIL HANSEN;0;M;WEST JENNIFER;BOTSWANA;2225138462571749;1990 Lewis Ferry, North Deborahborough, NM 54501;2023-01-13;2023-04-29;Churned;13;high value;NEW MICHAELBURY;PAID ADS;2023-05-24;YEARLY;CHAIRGUIDE;FURNITURE;CHAIR;279;2020-09-29;1;6;Politics watch time name ability report.
151;CONNOR SINGLETON;0;F;NORTH JEREMYCHESTER;HAITI;2269243716693526;5592 Patricia Plaza, Lake Alexisstad, AR 30619;2022-07-03;2022-08-14;Churned;2;occasional shopper;MAURICEBURGH;PAID ADS;2023-03-22;RARELY;NON-FICTIONTALES;BOOKS;NON-FICTION;753;2020-11-26;7;6;Style assume protect outside land yet believe.
152;MICHEAL COLON;0;M;RUSSELLBERG;NETHERLANDS ANTILLES;2710075714409223;383 James Meadows, Amandaton, MH 23641;2022-10-18;2023-05-03;Churned;3;occasional shopper;NEW KATHLEEN;PAID ADS;2023-05-22;YEARLY;TABLEDELUXE;FURNITURE;TABLE;69;2023-06-04;1;5;Box realize enter especially most do.
153;MICHAEL SPARKS;0;M;DONALDTON;CROATIA;5480883519611229;143 Manuel Meadows, Lake Karenfort, WA 06760;2022-01-06;2022-06-10;Churned;2;occasional shopper;WEST CALEBCHESTER;ORGANIC SEARCH;2023-05-31;RARELY;MEGALAPTOP;ELECTRONICS;LAPTOP;81;2022-02-17;0;0;Or sister son everything onto serious thousand.
154;ANTHONY PONCE;0;F;WEST SAMUELBURY;TOKELAU;2705981199714796;PSC 1003, Box 6587, APO AE 33096;2023-01-29;2023-03-01;Churned;1;occasional shopper;BRADLEYPORT;ORGANIC SEARCH;2023-08-13;YEARLY;BEVERAGESBURST;GROCERY;BEVERAGES;805;2023-06-14;3;4;Cell discover design choice.
155;SPENCER POTTER;0;M;KELLEYCHESTER;GUINEA;2271963284035406;71603 Daniel Port Apt. 860, Lake Tannertown, AK 28974;2021-11-17;2023-01-04;Churned;13;high value;HANNAMOUTH;PAID ADS;2023-04-29;YEARLY;PROSHIRT;CLOTHING;SHIRT;16;2022-06-18;1;2;Response entire certain nation yard stop them.
